business,address,business_certificate,business_id,city,latitude,longitude,owner_address,owner_city,owner_name,owner_state,owner_zip,phone_number,postal_code,tax_code
Montesacro,510 Stevenson St,1002910,82538,null,null,null,557 1/2 Wisconsin St.,SF,Sierrec LLC,CA,94107,null,null,H24
Country Grill (#2),Approved Private Locations,486088,82557,null,null,null,"1148 E. 18th Street, #1",Oakland,Roadside Rotisserie Corporation,CA,94606,14155945898,null,H78
Hula Truck,Off The Grid,1011776,82690,null,null,null,2664 Forest Hill Dr,San Jose,Ryan Gorospe,CA,95130,null,null,H79
Sabor De San Miguel,Approved private locations,1011682,82697,null,null,null,55 La Grande Ave,SF,Sabor SM Inc.,CA,94112,null,null,H79
AT&T Park - Food Cart P2,24 Willie Mays Pl,303652,82853,null,null,null,1 Independence Point,Greenville,"Volume Services, Inc.",South Carolina,29615,null,null,H36
Don Pablo,Off The Grid,1012410,82880,null,null,null,2750 Melendy Dr. #9,San Carlos,Jamie Lock,CA,94070,null,null,H79
3 Brothers Kitchen,Off The Grid,1011944,82883,null,null,null,3063 Valleywood Ct.,San Jose,Gold Horse Inc.,CA,95148,null,null,H79
Anzu To You,428 11th St,168378,82963,null,null,null,222 Mason Street,SF,Datam S.F. LLC,CA,94102,null,null,H79
The Pop Nation (#1),OTG/Approved Private Locations,1012795,83391,null,null,null,"2268 Westborough Blvd., Ste. 302-329",South San Francisco,Planet Earth Enterprises LLC,CA,94080,null,null,H75
The Pop Nation (#2),OTG/Approved Private Locations,1012795,83393,null,null,null,"2268 Westborough Blvd., Ste 302-329",South San Francisco,Planet Earth Enterprises LLC,CA,94080,null,null,H75
Humphry Slocombe Ice Cream,Off The Grid,1006096,83418,null,null,null,2790A Harrison St.,SF,"Humphry Slocombe Group, LLC",CA,94110,null,null,H77
Sam's Chowder Mobile #4,Off The Grid,463874,83636,null,null,null,PO Box 2496,El Granada,HMB Catering Truck LLC,CA,94018,null,null,H79
Tacos El Gondo,Off The Grid,1016385,84338,null,null,null,140 San Diego Ave,San Bruno,Silvia Novelo,CA,94066,14150215404,null,H79
Lady Saigon,Off The Grid,1015891,84587,null,null,null,"721 Geary Street, Apt. 07",San Francisco,Banh Mi On Wheels Corp.,CA,94109,null,null,H79
Judie's Tacos Locos,Off The Grid,1012122,84740,null,null,null,637 N 3rd Street Apt. 4,San Jose,George Joshua Espino,CA,95112,null,null,H79
Front Door Cafe,1 Front St,1017360,84745,null,null,null,101 Riverside Drive,San Bruno,"Front Door Café, Inc.",CA,94066,null,null,H24
Cafe Reveille,610 Long Bridge,1019640,84843,null,null,null,937 Harrison St,San Francisco,Dumpling88 LLC,CA,94107,14155908868,null,H26
Eat On Monday,Approved Private Locations,1017836,84878,null,null,null,738 Cedarville Lane,San Jose,Eat on Monday Inc.,CA,95133,null,null,H79
Del Popolo,855 Bush St,1018247,84961,null,null,null,722 Hampshire Street,San Francisco,"January 16th, LLC",CA,94110,null,null,H26
Curry Up Now,Approved Locations,444070,85316,San Francisco,null,null,"400 Oyster Point Blvd, Suite 534",South San Francisco,Akuranvyka USA Inc,CA,94080,14155827000,null,H79
Curry Up Now,Approved Locations,444070,85317,San Francisco,null,null,35 Stonepine Road,Hillsborough,Akuranvyka USA Inc,CA,94010,14155827000,null,H79
Curry Up Now #5,Approved Locations,444070,85319,San Francisco,null,null,"400 Oyster Point Blvd, Suite 534",South San Francisco,Akuranvyka USA Inc,CA,94080,null,null,H79
Curry Up Now,Approved Locations,444070,85320,San Francisco,null,null,400 Oyster Pt. Blvd Ste 534,South San Francisco,Akuranvyka USA Inc,CA,94080,null,null,H79
Airbnb Inc,888 Brannan St  1st Floor,447046,85399,null,null,null,888 Brannan St,San Francisco,Airbnb Inc,CA,94103,14155338758,null,H84
Soulnese,Off The Grid,1020070,85458,San Francisco,null,null,3180 Mabury Road,San Jose,"Soulnese, LLC",CA,95127,null,null,H79
Mi Bowl,Off The Grid,486569,85492,San Francisco,null,null,701 W Cesar Chavez Avenue #203,Los Angeles,Think Is Good Inc.,CA,90012,null,null,H79
Little Taqueria,200 6th Ave,1017538,85496,null,null,null,2000 Broadway St. Unit 713,San Francisco,Kilicoglu LLC,CA,94113,14155503716,null,H28
Juice Shop,900 North Point St E-204B,446115,85802,null,null,null,"540 Barneveld Avenue, #C",San Francisco,"Juice Shop, LLC",CA,94124,null,null,H07
Dabba,Off the Grid,1020634,85857,San Francisco,null,null,930 Lovell Avenue,Mill Valley,"Tam Brands Restaurant I, LLC",CA,94941,14155697876,null,H79
Moonraker Mobile LLC,Off The Grid,1023059,86277,San Francisco,null,null,105 Rockaway Beach Avenue,Pacifica,Moonraker Mobile LLC,CA,94044,null,null,H79
The Waffle Roost,Off the Grid,1023632,86356,San Francisco,null,null,394 Henderson Drive,San Jose,The Waffle Roost,CA,95123,null,null,H79
Drums & Crumbs,Off the Grid,1023818,86361,San Francisco,null,null,PO Box 150181,San Rafael,Drums & Crumbs LLC,CA,94915,null,null,H79
Cupkates,Approved Private Locations,1023691,86391,null,null,null,735 Gooding Way #749,Albany,Stateside Treats LLC,CA,94706,14155773380,null,H77
Alfred's Steakhouse,659 Merchant St,1026193,86428,null,null,null,"36 Waverly Place, Suite 2",San francisco,"Alfreds, LLC",CA,94108,14155787058,null,H26
3Geeks,Off The Grid,1026798,86490,San Francisco,null,null,10212 Denison Avenue,Cupertino,3Geeks LLC,CA,95014,null,null,H79
The Dumpling Group,Approved Locations,1020320,86491,San Francisco,null,null,1717 Leavenworth Street Apt. #3,San Francisco,Cling Foods,CA,94109,null,null,H79
MKTG (Sambazon),Approved Private Locations,434697,86637,San Francisco,null,null,1620 Montgomery St 220,San Francisco,US Concepts LLC,CA,94111-1016,null,null,H78
The Taco Guys,Off The Grid,464617,86649,San Francisco,null,null,1519A 5th Avenue,San Rafael,The Taco Guys,CA,94901,null,null,H79
Lobsta Truck,Off The Grid,486569,86849,null,null,null,701 W Cesar E Chavez Avenue #203,Los Angeles,Think Is Good Inc.,CA,90012,null,null,H79
Spork and Stix,Approved Private Locations,1028351,86922,San Francisco,null,null,1301 46th Avenue #4,San Francisco,Sung Wook Park & A Sanguanwong,CA,94122,null,null,H79
JW Marriott SF Union Square,500 Post St,1022749,86995,null,null,null,"1997 Annapolis Exchange Parkway, Suite 410",Annapolis,"CHSP TRS, LLC",MD,21401,null,null,H26
Southern Comfort Kitchen,Off The Grid,1028622,87021,San Francisco,null,null,19036 Center St,Castro Valley,Jason and Brett Brill,CA,94546,null,null,H79
Mongol Cafe,842 Geary St,1029297,87123,null,null,null,"828 13th Street, #221",Oakland,Ariun Erdene Yundensodnom,CA,94607,null,null,H24
Whisk On Wheels,Off the Grid,1010010,87337,San Francisco,null,null,"2992 Spring St, Ste B",Redwood City,Whisk Catering,CA,94063,null,null,H79
Senor Sisig #1,Off The Grid,490061,87736,San Francisco,null,null,PO Box 883094,San Francisco,Senor Sisig Corp,CA,94188,null,null,H79
Cherry Blossom Bakery 2,1552 Ocean Ave,1020739,87858,null,null,null,1552 Ocean Avenue,San Francisco,"Forever Cakes, Inc",CA,94112,14155826737,null,H24
Humphry Slocombe Ice Cream,TFF Event Operations,1006096,87939,San Francisco,null,null,2790 Harrison Street Ste. A,San Francisco,Humphry Slocombe Group LLC,CA,94110,null,null,H79
Ike's Press,63 Powell,1037406,88064,null,null,null,"3497 16th Street, Apt. B",San Francisco,Marco Madriz,Ca,94114,null,null,H25
Adventure in Food and Wine,3331 24th St,103862,88117,null,null,null,630 Grand View Ave #103,San Francisco,Adventure in Food and Wine LLC,CA,94114,14158443430,null,H26
Stoner's Sandwiches of San Francisco,752 Van Ness Ave,1032837,88128,San Francisco,null,null,1870 Post St #i,San Francisco,Leo Vega,CA,94115,null,null,H28
Ebbett's Good To Go,Off The Grid,459682,88153,San Francisco,null,null,10 Midhill Road,Martinez,Ebbett's Good To Go Inc.,CA,94553,14155589958,null,H79
Poki Hub,1130 Ocean Ave,1030121,88306,null,null,null,239 Morton Drive,Daly City,L I C,CA,94015,14155826078,null,H25
Fare Resources,1563 Page St,1030732,88447,null,null,null,185 Arkansas Street #B,San Francisco,Fare Resources Inc,CA,94107,14155368333,null,H91
Mozzeria (#2),Off the Grid,453980,88480,null,null,null,419 Lawton St.,San Francisco,"Hapa & Stein, Inc.",CA,94122,14155264610,null,H79
McDonald's,235 Front St,1016610,88499,null,null,null,"588 Sutter Street, #236",San Francisco,"Front Street Mac, Inc.",CA,94102,null,null,H26
Halal SF Gyro,Approved Public Locations,1039845,88785,San Francisco,null,null,100 Cardoza,Hercules,Muhammad A Khan,CA,94547,14150547577,null,H78
Cream & Coffee,Approved Private Locations,1056398,88996,null,null,null,1534 19th Ave,San Francisco,Cream & Coffee LLC,CA,94122,14155716147,null,H78
Pizzeria Avellino,2769 Lombard St,360924,77759,null,null,null,941 Page Street,San Francisco,Gilbert R. Hodges,CA,94117,null,94129,H24
Taqueria Angelica's #2,Off the Grid,465629,79607,San Francisco,null,null,107 South Linden Avenue,South San Francisco,"Bay Area Mobile Catering, Inc",CA,94080,null,94129,H79
COURTYARD BY MARRIOTT-STAFF KITCHEN,299 02nd St,350518,190,S.F.,37.7856,-122.397,299 2ND STREET,S.F.,MARRIOTT INTERNATIONAL,CA,94105,null,94105,H24
SORABOL,101 Spear St A12,403465,216,S.F.,37.7926,-122.394,101 SPEAR ST #A12,SAN FRANCISCO,HONG WALTER Y,CA,94105,null,94105,H24
CAFE ELENA,1 MARKET St,204704,389,S.F.,37.7943,-122.395,724 LARCHMONT DR.,DALY CITY,"FADDOUL, GEORGE A.",CA,94015,null,94105,H24
EL FARO,82 01st St,370987,409,S.F.,37.7886,-122.394,2618 FARNEE CT.,SO.S.F.,"OLGUIN, ALFREDO",CA,94080,null,94105,H26
COURTYARD BY MARRIOTT-COFFEE SHOP,299 02nd St,350518,502,S.F.,37.7856,-122.397,299 2ND STREET,S.F.,MARRIOTT INTERNATIONAL,CA,94105,null,94105,H24
SHERATON PALACE - EMP.  CAFETERIA,2 NEW MONTGOMERY St,395887,519,S.F.,37.7883,-122.402,1280 ROBLE,MILLBRAE,KYO-YA COMPANY LTD.,CA,94030,null,94105,H24
SAN FRANCISCO SOUP COMPANY,1 MARKET St,358709,567,S.F.,37.7943,-122.395,1377 21ST AVENUE,S.F.,SAN FRANCISCO SOUP CO. LLC,CA,94122,null,94105,H24
MUFFIN'S MUFFIN,123 02nd St,301229,573,S.F.,37.7878,-122.399,123 2nd St.,San Francisco,"TRAN, NHUNG K.",CA,94105,null,94105,H24
BAKERY/ICE CREAM/STOREROOM,2 New Montgomery St,395887,758,S.F.,37.7883,-122.402,1280 ROBLE,MILLBRAE,KYO-YA COMPANY LTD.,CA,94030,null,94105,H24
STARBUCKS COFFEE #9219,333 MARKET St,911744,1085,S.F.,37.792,-122.398,P O BOX 34067-TAX,SEATTLE,STARBUCKS COFFEE CO.,WA,98124,null,94105,H24
STARBUCKS,201 SPEAR St,911744,1269,S.F.,37.7909,-122.392,P.O. BOX 34067-TAX,SEATTLE,STARBUCKS COFFEE CO,WA,98124,null,94105,H24
STARBUCKS COFFEE #5431,123 MISSION St,911744,1409,S.F.,37.7921,-122.395,P O BOX 34076-TAX,SEATTLE,STARBUCKS COFFEE CO.,WA,98124,null,94105,H24
PEET'S COFFEE & TEA,101 02nd St 150,196325,1487,S.F.,37.7878,-122.4,1400 PARK AVE,EMERYVILLE,"PEET'S COFFEE & TEA, INC.",CA,94608,null,94105,H25
COURTYARD BY MARRIOTT-RESTAURANT,299 02nd St,350518,1649,S.F.,37.7856,-122.397,299 2ND STREET,S.F.,MARRIOTT INTERNATIONAL,CA,94105,null,94105,H25
STARBUCKS,201 03rd St,911744,1652,S.F.,37.785,-122.4,P O BOX 34167-TAX,SEATTLE,STARBUCKS COFFEE CO.,WA,98124,null,94105,H25
WORKING GIRLS' CAFE III,100 SPEAR St 140,427243,1672,S.F.,37.7923,-122.394,100 SPEAR ST #140,SAN FRANCISCO,WORKING GIRLS CAFE INC SPEAR,CA,94105,null,94105,H25
RUBIN'S,101 SPEAR St,910191,1673,S.F.,37.7926,-122.394,88 HOWARD #1213,S.F.,"PANOSSIAN, ABRAHAM & ODETTE",CA,94105,14155971545,94105,H25
STARBUCKS COFFEE CO. #603,74 NEW MONTGOMERY St,911744,1939,S.F.,37.7878,-122.401,P.O. BOX 34076,SEATTLE,STARBUCKS COFFEE COMPANY,WA,84124,null,94105,H25
B & M MEI SING RESTAURANT,62 02nd St,130412,2132,S.F.,37.7885,-122.4,1830 40TH AVE.,S.F.,"B & M MEI SING RESTAURANT, INC",CA,94122,null,94105,H25
HOWARD STREET COFFEE ROASTERY CAFE,180 HOWARD St,166507,2135,S.F.,37.7909,-122.393,930 HAIGHT ST.,S.F.,"HENG, SAMBATH",CA,94117,null,94105,H25
SHERA.-PAL.HOTEL MAXFIELD'S GRILL,2 NEW MONTGOMERY St,395887,2144,S.F.,37.7883,-122.402,1280 ROBLE,MILLBRAE,KYO-YA COMPANY LTD.,CA,94030,null,94105,H24
STARBUCKS COFFEE #5486,36 02nd St,911744,2818,S.F.,37.7887,-122.401,P O BOX 34167,SEATTLE,STARBUCKS COFFEE COMPANY,WA,98128,null,94105,H25
CHAYA BRASSERIE SAN FRANCISCO,132 EMBARCADERO,333418,2967,S.F.,37.7886,-122.394,8741 ALDEN DRIVE,LOS ANGELES,CHAYA & ASSOCIATES,CA,90048,null,94105,H26
PALOMINO EURO-BISTRO,345 SPEAR St,957285,2996,S.F.,37.7894,-122.39,1818 N. NORTHLAKE WAY,SEATTLE,RUI TWO CORP,WA,98128,null,94105,H26
CHIPOTLE MEXICAN GRILL,126 NEW MONTGOMERY St,344493,3032,S.F.,37.7872,-122.4,1543 WAZEE ST. #200,DENVER,"CHIPOTLE MEXICAN GRILL, INC.",CO,80202,null,94105,H26
ONE MARKET RESTAURANT,1 MARKET St,917941,3082,S.F.,37.7943,-122.395,1 MARKET STREET SUITE 347,SAN FRANCISCO,DELLAR REST ENTERPRISES INC,CA,94105,null,94105,H26
YANK SING RESTAURANT,101 SPEAR St A-16,114219,3090,S.F.,37.7926,-122.394,101 SPEAR St A-16,S.F.,"DEEM SUM INTERNATIONAL, INC.",CA,94105,null,94105,H26
Eurest Dining Services,101 MARKET St 4/fl,46324,3100,S.F.,37.7935,-122.396,2400 YORKMONT ROAD,CHARLOTTE,COMPASS GROUP USA,NC,28217,null,94105,H26
YANK SING,49 STEVENSON St,80381,3200,S.F.,37.7899,-122.399,611 WASHINGTON ST.,S.F.,"ICF, INC.",CA,94108,null,94105,H26
GARDEN CT. RESTAURANT & BAR,2 NEW MONTGOMERY St,395887,3405,S.F.,37.7883,-122.402,1280 ROBLE,MILLBRAE,KYO-YA COMPANY LTD.,CA,94030,null,94105,H26
BOULEVARD,1 MISSION St,927899,3484,S.F.,37.7935,-122.393,1945 PACIFIC AVE. #3C,S.F.,"BOULEVARD, INC.",CA,94109,null,94105,H26
"GOLD CLUB, THE",650 HOWARD St,375322,3728,S.F.,37.7858,-122.4,PO BOX 2602,SEATTLE,GOLD CLUB SF LLC,WA,98111,null,94105,H26
HUNAN RESTAURANT,110 NATOMA St,315373,3858,S.F.,37.7869,-122.399,110 NATOMA ST.,SAN FRANCISCO,"UNITED HUNAN ENTERPRISES, INC.",CA,94105,null,94105,H26
THIRSTY BEAR BREWING CO,661 HOWARD St,940243,3859,S.F.,37.7855,-122.4,661 HOWARD STREEET,SAN FRANCISCO,"THIRSTY BEAR BREWING CO., LLC",CA,94105,null,94105,H26
RISTORANTE UMBRIA,198 02nd St,954330,3898,S.F.,37.7868,-122.398,400 SPEAR ST. #121,S.F.,"UMBRIA, INC.",CA,94105,null,94105,H26
GAP INC.,2 FOLSOM STREET,377770,3960,S.F.,37.7908,-122.39,40 FIRST PLAZA CENTER NW,ALBUQUENQUE,"GAP, INC.",NM,87102,null,94105,H26
EUREST DINING SERVICES,211 MAIN St 9/F,46324,3963,S.F.,37.7904,-122.393,2400 YORKMONT ROAD,CHARLOTTE,COMPASS GROUP USA,NC,28217,null,94105,H26
COURTYARD BY MARRIOTT - BAR,299 02nd St,350518,4011,S.F.,37.7856,-122.397,299 2ND ST.,S.F.,MARRIOTT INTERNATIONAL,CA,94105,null,94105,H86
STEFF'S,141 02nd St,300095,4015,S.F.,37.7876,-122.399,1015 RIDGEWOOD DR.,MILLBRAE,"LEE, STEPHANIE",CA,94066,null,94105,H86
SOUND FACTORY,525 HARRISON St,303694,4202,S.F.,37.7856,-122.393,715 HARRISON STREET,S.F.,MIRROR CORPORATION,CA,94103,14155249646,94105,H86
RINCON MARKET,98 HOWARD St,114128,4598,S.F.,37.7914,-122.392,1186 TOURNAMENT DR.,HILLSBOROUGH,"R.J. PESUSIC, INC.",CA,94010,null,94105,H28
LEE'S DELI,525 MARKET St,147648,4739,S.F.,37.7907,-122.4,2770 CHRISBROOK DR.,OAKLAND,STERLING I. ENTERPRISES INC.,CA,94611,null,94105,H28
LEE'S DELI,170 Spear St,147648,4746,S.F.,37.7916,-122.393,3875 LOS ARABIS DR.,LAFAYETTE,STERLING M. ENTERPRISES INC,CA,94549,null,94105,H28
THE GAP CAFE,1 HARRISON St,377770,4824,S.F.,37.7892,-122.389,1  HARRISON ST,S.F.,"GAP, INC.",CA,94105,14155292977,94105,H28
CITY KINETICS,123 MISSION St,350147,5068,S.F.,37.7921,-122.395,1830 SEQOUIA,BURLINGAME,"DAJANI, KAYED A.",CA,94010,null,94105,H28
FOG CITY NEWS,455 MARKET St 125,305933,6172,S.F.,37.7912,-122.399,2080 GOUGH ST. #314,S.F.,"SMITH, ADAM T.",CA,94109,null,94105,H01
DOWNTOWN UNION 76,390 01st St,304028,6212,S.F.,37.7862,-122.393,390 1ST STREET,S.F.,"MGF ENTERPRISE, INC.",CA,94105,null,94105,H01
F-M SMOKES & WINE DELI,57 NEW MONTGOMERY St,423979,6747,S.F.,37.788,-122.401,57 NEW MONTGOMERY ST.,SAN FRANCISCO,F-M SMOKES & WINES INC.,CA,94105,null,94105,H03
"STORE ON THE CORNER, THE",121 NEW MONTGOMERY St,309606,6912,S.F.,37.7871,-122.4,2567 29TH AVE.,S.F.,"KU, SOON JA",CA,94116,14155783348,94105,H28
RUSSELL'S CONVENIENCE #621,199 FREMONT St,368102,7467,S.F.,37.7893,-122.395,471 RICH SPRING DR.,PITTSBURG,"ARIEL VENTURES, LLC",CA,94565,null,94105,H07
RUSSELL'S CONVENIENCE #604,320 MISSION St,368102,7502,S.F.,37.791,-122.396,471 RICH SPRING DR.,PITTSBURG,"ARIEL VENTURES, LLC",CA,94565,null,94105,H07
RUSSELL'S CONVENIENCE #605,333 MARKET St,368102,7534,S.F.,37.792,-122.398,320 MISSION St,SAN FRANCISCO,"ARIEL VENTURES, LLC",CA,94105,null,94105,H07
WRAPS TO GO,101 SPEAR STREET #A-14,910191,9163,SAN FRANCISCO,37.7926,-122.394,101 SPEAR ST. #A-14,SAN FRANCISCO,"PANOSSIAN, ODETTE",CA,94105,null,94105,H24
WORKING GIRLS' CAFE #4,122 NEW MONTGOMERY STREET,427245,9164,SAN FRANCISCO,37.7872,-122.4,122 NEW MONTGOMERY ST,SAN FRANCISCO,WORKNG GRLS CAFE INC NEW MONTG,CA,94105,null,94105,H24
"HARVEST & ROWE, INC.",55 02nd St 150,363701,9165,SAN FRANCISCO,37.7885,-122.4,2705 GREEN ST. #1,SAN FRANCISCO,"HARVEST & ROWE, INC.",CA,94123,null,94105,H25
TOWN HALL RESTAURANT,342 HOWARD STREET,370856,9652,S.F.,37.7896,-122.395,342 HOWARD ST.,SAN FRANCISCO,RRW LLC,CA,94105,null,94105,H26
ROE RESTAURANT,651 HOWARD STREET,357830,10099,S.F.,37.7858,-122.399,101 SWEET RD.,ALAMEDA,"PRIVE BAR LOUNGE, INC.",CA,94502,null,94105,H26
HIDIVE,PIER 28 1/2,365733,11304,S.F.,37.7879,-122.388,1922 POWELL ST.,S.F.,"SITTING BY, INC.",CA,94133,null,94105,H25
MARTHA & BROTHERS,50 01st St,453964,11687,S.F.,37.7121,-122.455,3868 24TH STREET,S.F.,"MONROY, MARTHA",CA,94110,null,94105,H24
LA TERRA,511 HARRISON STREET,368985,12788,S.F.,37.7859,-122.393,672 SO. VAN NESS,SF,"LA TERRA, LLC",CA,94102,null,94105,H30
CAFE MADELEINE,149 NEW MONTGOMERY STREET,356054,13623,S.F.,37.7868,-122.4,312 19TH AVENUE,S.F.,"SAN FRANCISCO MADELEINE, INC.",CA,94121,null,94105,H26
San Francisco Soup Company,50 Fremont St.,358709,15222,SF,37.7909,-122.397,451 6TH STREET,S.F.,SAN FRANCISCO SOUP CO.,CA,94103,null,94105,H25
Osha Thai Restaurant,149 02nd St,433320,15738,SF,37.7873,-122.399,301 MAIN ST #18A,SAN FRANCISCO,OSHA THAI 2ND STREET INC,CA,94105,null,94105,H26
Muskaan Cuisine of India,101 Spear St 22,389566,16784,SF,37.7926,-122.394,148 Copper Beech Glen,Hercules,"Gill, Amardeep S.",CA,94547,null,94105,H24
Ming's Coffee Shop Inc,641 Mission St,388050,17689,SF,37.7871,-122.401,641 Mission St.,SF,"Ming's Coffee Shop, Inc.",CA,94105,null,94105,H25
Ayola,118 NEW MONTGOMERY STREET,415026,18120,S.F.,37.7871,-122.4,16081 CAMBRIAN DR.,SAN LEANDRO,"MASARWEH GROUP, INC.",CA,94578,null,94105,H24
Los Compadres Catering (Lic #6K19267),100 Folsom St,393878,18256,SF,37.79,-122.391,116 GRAND AVENUE,SO. S.F.,"VIZCAINO, RAFAEL",CA,94080,14155948119,94105,H79
Kate O'Brien's,579 HOWARD St,394521,18616,S.F.,37.7872,-122.398,579 Howard St.,SF,"Kate O'Brien's, Inc.",CA,94105,null,94105,H26
San Francisco Soup Company,301 Howard St,358709,19344,SF,37.7897,-122.395,451 6th Street,San Francisco,San Francisco Soup Company,CA,94103,null,94105,H24
Julie's Kitchen,50 FREMONT St,349098,22304,S.F.,37.7909,-122.397,133 Point Lobos Ave.,SF,"Yoo, Julie",CA,94121,null,94105,H29
Cicil's,101 Spear St B-5,401172,26830,S.F.,37.7926,-122.394,101 Spear St. B-5,SF,Juan Carlos Prado,CA,94105,null,94105,H24
Temple/Prana,540 Howard St,397546,27801,SF,37.7878,-122.397,55 Natoma Street,SF,Zen Compound LLC,CA,94105,14155979942,94105,H26
Salt House,2 Shaw Alley,395636,28843,SF,37.7887,-122.398,2 Shaw Alley,SF,Salt House LLC,CA,94105,null,94105,H25
"Rico Mex, Inc.",53 STEVENSON St,403234,33069,S.F.,37.7897,-122.4,53 Stevenson St.,San Francisco,"Rico Mex, Inc.",CA,94105,null,94105,H25
"Caramba, Inc",78 02nd St,403235,33448,S.F.,37.7883,-122.4,78 02nd St,San Francisco,Caramba Inc,CA,94105,null,94105,H25
Harlot,46 Minna St,404920,33891,San Francisco,37.7887,-122.398,46 Minna Street,San Francisco,"Vespertine, Inc   Robert Nunez",CA,94105,null,94105,H87
Chipotle Mexican Grill #0839,525 Market St 1st Floor,344493,33945,San Francisco,37.7907,-122.4,"1401 Wynkoop St, Suite 500",Denver,"Chipotle Mexican Grill, Inc",CO,80202,null,94105,H26
Cello,50 Fremont St,427406,34143,San Francisco,37.7909,-122.397,50 Fremont,San Francisco,"Cello Concept, Inc   Farshad Afsarifard",CA,94105,null,94105,H25
